Freq.	Vn001)/IL1)
2.67653192294464e+05	1.13659038112549e+01 8.86103692786364e+01
2.68269579527864e+05	1.13858727706832e+01 8.86134363300676e+01
2.68887386259453e+05	1.14058417827881e+01 8.86164960555439e+01
2.69506615758238e+05	1.14258108473368e+01 8.86195484711812e+01
2.70127271300757e+05	1.14457799640981e+01 8.86225935930570e+01
2.70749356171091e+05	1.14657491328414e+01 8.86256314372108e+01
2.71372873660887e+05	1.14857183533376e+01 8.86286620196440e+01
2.71997827069370e+05	1.15056876253583e+01 8.86316853563203e+01
2.72624219703364e+05	1.15256569486766e+01 8.86347014631653e+01
2.73252054877308e+05	1.15456263230664e+01 8.86377103560670e+01
2.73881335913275e+05	1.15655957483027e+01 8.86407120508756e+01
2.74512066140987e+05	1.15855652241617e+01 8.86437065634039e+01
2.75144248897834e+05	1.16055347504207e+01 8.86466939094269e+01
2.75777887528894e+05	1.16255043268577e+01 8.86496741046824e+01
2.76412985386946e+05	1.16454739532523e+01 8.86526471648707e+01
2.77049545832491e+05	1.16654436293846e+01 8.86556131056549e+01
2.77687572233771e+05	1.16854133550363e+01 8.86585719426608e+01
2.78327067966781e+05	1.17053831299897e+01 8.86615236914772e+01
2.78968036415294e+05	1.17253529540283e+01 8.86644683676556e+01
2.79610480970874e+05	1.17453228269367e+01 8.86674059867110e+01
2.80254405032896e+05	1.17652927485005e+01 8.86703365641211e+01
2.80899812008564e+05	1.17852627185063e+01 8.86732601153269e+01
2.81546705312927e+05	1.18052327367417e+01 8.86761766557328e+01
2.82195088368900e+05	1.18252028029953e+01 8.86790862007064e+01
2.82844964607281e+05	1.18451729170568e+01 8.86819887655788e+01
2.83496337466767e+05	1.18651430787169e+01 8.86848843656446e+01
2.84149210393977e+05	1.18851132877672e+01 8.86877730161619e+01
2.84803586843465e+05	1.19050835440004e+01 8.86906547323527e+01
2.85459470277741e+05	1.19250538472102e+01 8.86935295294024e+01
2.86116864167289e+05	1.19450241971912e+01 8.86963974224605e+01
2.86775771990586e+05	1.19649945937391e+01 8.86992584266402e+01
2.87436197234120e+05	1.19849650366505e+01 8.87021125570189e+01
2.88098143392406e+05	1.20049355257230e+01 8.87049598286378e+01
2.88761613968008e+05	1.20249060607551e+01 8.87078002565024e+01
2.89426612471558e+05	1.20448766415465e+01 8.87106338555823e+01
2.90093142421768e+05	1.20648472678977e+01 8.87134606408114e+01
2.90761207345459e+05	1.20848179396100e+01 8.87162806270880e+01
2.91430810777570e+05	1.21047886564860e+01 8.87190938292748e+01
2.92101956261183e+05	1.21247594183291e+01 8.87219002621990e+01
2.92774647347537e+05	1.21447302249435e+01 8.87246999406524e+01
2.93448887596052e+05	1.21647010761346e+01 8.87274928793914e+01
2.94124680574343e+05	1.21846719717086e+01 8.87302790931371e+01
2.94802029858242e+05	1.22046429114726e+01 8.87330585965757e+01
2.95480939031816e+05	1.22246138952347e+01 8.87358314043579e+01
2.96161411687387e+05	1.22445849228040e+01 8.87385975310996e+01
2.96843451425546e+05	1.22645559939904e+01 8.87413569913817e+01
2.97527061855180e+05	1.22845271086048e+01 8.87441097997500e+01
2.98212246593484e+05	1.23044982664589e+01 8.87468559707158e+01
2.98899009265987e+05	1.23244694673654e+01 8.87495955187554e+01
2.99587353506562e+05	1.23444407111380e+01 8.87523284583105e+01
3.00277282957456e+05	1.23644119975912e+01 8.87550548037884e+01
3.00968801269300e+05	1.23843833265403e+01 8.87577745695616e+01
3.01661912101134e+05	1.24043546978016e+01 8.87604877699682e+01
3.02356619120424e+05	1.24243261111925e+01 8.87631944193121e+01
3.03052926003082e+05	1.24442975665309e+01 8.87658945318628e+01
3.03750836433485e+05	1.24642690636358e+01 8.87685881218554e+01
3.04450354104496e+05	1.24842406023272e+01 8.87712752034911e+01
3.05151482717480e+05	1.25042121824256e+01 8.87739557909369e+01
3.05854225982330e+05	1.25241838037528e+01 8.87766298983258e+01
3.06558587617478e+05	1.25441554661312e+01 8.87792975397568e+01
3.07264571349922e+05	1.25641271693842e+01 8.87819587292951e+01
3.07972180915243e+05	1.25840989133359e+01 8.87846134809722e+01
3.08681420057625e+05	1.26040706978115e+01 8.87872618087857e+01
3.09392292529873e+05	1.26240425226368e+01 8.87899037266995e+01
3.10104802093436e+05	1.26440143876387e+01 8.87925392486443e+01
3.10818952518425e+05	1.26639862926447e+01 8.87951683885168e+01
3.11534747583632e+05	1.26839582374834e+01 8.87977911601806e+01
3.12252191076553e+05	1.27039302219840e+01 8.88004075774658e+01
3.12971286793406e+05	1.27239022459767e+01 8.88030176541692e+01
3.13692038539150e+05	1.27438743092924e+01 8.88056214040545e+01
3.14414450127510e+05	1.27638464117630e+01 8.88082188408521e+01
3.15138525380990e+05	1.27838185532212e+01 8.88108099782593e+01
3.15864268130898e+05	1.28037907335003e+01 8.88133948299405e+01
3.16591682217366e+05	1.28237629524347e+01 8.88159734095271e+01
3.17320771489371e+05	1.28437352098594e+01 8.88185457306177e+01
3.18051539804750e+05	1.28637075056104e+01 8.88211118067780e+01
3.18783991030227e+05	1.28836798395243e+01 8.88236716515410e+01
3.19518129041431e+05	1.29036522114388e+01 8.88262252784070e+01
3.20253957722916e+05	1.29236246211921e+01 8.88287727008438e+01
3.20991480968180e+05	1.29435970686234e+01 8.88313139322865e+01
3.21730702679691e+05	1.29635695535726e+01 8.88338489861380e+01
3.22471626768900e+05	1.29835420758803e+01 8.88363778757686e+01
3.23214257156269e+05	1.30035146353882e+01 8.88389006145163e+01
3.23958597771288e+05	1.30234872319384e+01 8.88414172156870e+01
3.24704652552495e+05	1.30434598653741e+01 8.88439276925542e+01
3.25452425447499e+05	1.30634325355391e+01 8.88464320583595e+01
3.26201920413000e+05	1.30834052422781e+01 8.88489303263123e+01
3.26953141414811e+05	1.31033779854364e+01 8.88514225095901e+01
3.27706092427877e+05	1.31233507648602e+01 8.88539086213384e+01
3.28460777436296e+05	1.31433235803964e+01 8.88563886746710e+01
3.29217200433343e+05	1.31632964318927e+01 8.88588626826699e+01
3.29975365421488e+05	1.31832693191977e+01 8.88613306583851e+01
3.30735276412419e+05	1.32032422421604e+01 8.88637926148354e+01
3.31496937427064e+05	1.32232152006309e+01 8.88662485650078e+01
3.32260352495608e+05	1.32431881944599e+01 8.88686985218578e+01
3.33025525657518e+05	1.32631612234988e+01 8.88711424983094e+01
3.33792460961566e+05	1.32831342875998e+01 8.88735805072553e+01
3.34561162465846e+05	1.33031073866160e+01 8.88760125615570e+01
3.35331634237798e+05	1.33230805204009e+01 8.88784386740446e+01
3.36103880354228e+05	1.33430536888090e+01 8.88808588575171e+01
3.36877904901332e+05	1.33630268916954e+01 8.88832731247422e+01
3.37653711974716e+05	1.33830001289161e+01 8.88856814884569e+01
3.38431305679418e+05	1.34029734003275e+01 8.88880839613670e+01
3.39210690129929e+05	1.34229467057871e+01 8.88904805561474e+01
3.39991869450215e+05	1.34429200451529e+01 8.88928712854421e+01
3.40774847773741e+05	1.34628934182836e+01 8.88952561618646e+01
3.41559629243490e+05	1.34828668250388e+01 8.88976351979973e+01
3.42346218011985e+05	1.35028402652785e+01 8.89000084063922e+01
3.43134618241314e+05	1.35228137388638e+01 8.89023757995705e+01
3.43924834103148e+05	1.35427872456561e+01 8.89047373900233e+01
3.44716869778768e+05	1.35627607855178e+01 8.89070931902107e+01
3.45510729459080e+05	1.35827343583119e+01 8.89094432125628e+01
3.46306417344645e+05	1.36027079639020e+01 8.89117874694791e+01
3.47103937645696e+05	1.36226816021526e+01 8.89141259733291e+01
3.47903294582162e+05	1.36426552729287e+01 8.89164587364519e+01
3.48704492383690e+05	1.36626289760961e+01 8.89187857711565e+01
3.49507535289669e+05	1.36826027115212e+01 8.89211070897218e+01
3.50312427549250e+05	1.37025764790712e+01 8.89234227043969e+01
3.51119173421369e+05	1.37225502786138e+01 8.89257326274006e+01
3.51927777174770e+05	1.37425241100176e+01 8.89280368709221e+01
3.52738243088028e+05	1.37624979731517e+01 8.89303354471206e+01
3.53550575449573e+05	1.37824718678859e+01 8.89326283681257e+01
3.54364778557709e+05	1.38024457940906e+01 8.89349156460371e+01
3.55180856720638e+05	1.38224197516372e+01 8.89371972929250e+01
3.55998814256485e+05	1.38423937403973e+01 8.89394733208302e+01
3.56818655493320e+05	1.38623677602435e+01 8.89417437417635e+01
3.57640384769178e+05	1.38823418110489e+01 8.89440085677067e+01
3.58464006432086e+05	1.39023158926873e+01 8.89462678106121e+01
3.59289524840083e+05	1.39222900050331e+01 8.89485214824025e+01
3.60116944361246e+05	1.39422641479614e+01 8.89507695949716e+01
3.60946269373710e+05	1.39622383213480e+01 8.89530121601840e+01
3.61777504265692e+05	1.39822125250691e+01 8.89552491898748e+01
3.62610653435516e+05	1.40021867590020e+01 8.89574806958504e+01
3.63445721291634e+05	1.40221610230241e+01 8.89597066898880e+01
3.64282712252653e+05	1.40421353170138e+01 8.89619271837359e+01
3.65121630747352e+05	1.40621096408501e+01 8.89641421891134e+01
3.65962481214711e+05	1.40820839944125e+01 8.89663517177110e+01
3.66805268103934e+05	1.41020583775811e+01 8.89685557811905e+01
3.67649995874468e+05	1.41220327902368e+01 8.89707543911850e+01
3.68496668996033e+05	1.41420072322610e+01 8.89729475592988e+01
3.69345291948641e+05	1.41619817035357e+01 8.89751352971078e+01
3.70195869222621e+05	1.41819562039437e+01 8.89773176161591e+01
3.71048405318642e+05	1.42019307333683e+01 8.89794945279715e+01
3.71902904747741e+05	1.42219052916933e+01 8.89816660440355e+01
3.72759372031340e+05	1.42418798788032e+01 8.89838321758129e+01
3.73617811701276e+05	1.42618544945832e+01 8.89859929347376e+01
3.74478228299821e+05	1.42818291389189e+01 8.89881483322150e+01
3.75340626379708e+05	1.43018038116968e+01 8.89902983796223e+01
3.76205010504155e+05	1.43217785128037e+01 8.89924430883088e+01
3.77071385246890e+05	1.43417532421273e+01 8.89945824695955e+01
3.77939755192170e+05	1.43617279995555e+01 8.89967165347755e+01
3.78810124934813e+05	1.43817027849771e+01 8.89988452951140e+01
3.79682499080218e+05	1.44016775982815e+01 8.90009687618482e+01
3.80556882244388e+05	1.44216524393585e+01 8.90030869461877e+01
3.81433279053958e+05	1.44416273080986e+01 8.90051998593140e+01
3.82311694146218e+05	1.44616022043930e+01 8.90073075123811e+01
3.83192132169136e+05	1.44815771281332e+01 8.90094099165154e+01
3.84074597781385e+05	1.45015520792114e+01 8.90115070828155e+01
3.84959095652367e+05	1.45215270575206e+01 8.90135990223526e+01
3.85845630462236e+05	1.45415020629540e+01 8.90156857461703e+01
3.86734206901924e+05	1.45614770954057e+01 8.90177672652850e+01
3.87624829673168e+05	1.45814521547701e+01 8.90198435906855e+01
3.88517503488531e+05	1.46014272409424e+01 8.90219147333334e+01
3.89412233071430e+05	1.46214023538183e+01 8.90239807041630e+01
3.90309023156157e+05	1.46413774932939e+01 8.90260415140815e+01
3.91207878487909e+05	1.46613526592661e+01 8.90280971739688e+01
3.92108803822812e+05	1.46813278516322e+01 8.90301476946778e+01
3.93011803927942e+05	1.47013030702901e+01 8.90321930870345e+01
3.93916883581356e+05	1.47212783151384e+01 8.90342333618377e+01
3.94824047572112e+05	1.47412535860759e+01 8.90362685298594e+01
3.95733300700299e+05	1.47612288830024e+01 8.90382986018447e+01
3.96644647777059e+05	1.47812042058178e+01 8.90403235885120e+01
3.97558093624615e+05	1.48011795544229e+01 8.90423435005527e+01
3.98473643076294e+05	1.48211549287189e+01 8.90443583486319e+01
3.99391300976554e+05	1.48411303286076e+01 8.90463681433878e+01
4.00311072181010e+05	1.48611057539911e+01 8.90483728954319e+01
4.01232961556459e+05	1.48810812047725e+01 8.90503726153495e+01
4.02156973980906e+05	1.49010566808550e+01 8.90523673136991e+01
4.03083114343588e+05	1.49210321821426e+01 8.90543570010131e+01
4.04011387545006e+05	1.49410077085397e+01 8.90563416877973e+01
4.04941798496941e+05	1.49609832599512e+01 8.90583213845313e+01
4.05874352122489e+05	1.49809588362827e+01 8.90602961016683e+01
4.06809053356083e+05	1.50009344374402e+01 8.90622658496355e+01
4.07745907143519e+05	1.50209100633302e+01 8.90642306388339e+01
4.08684918441984e+05	1.50408857138599e+01 8.90661904796384e+01
4.09626092220079e+05	1.50608613889368e+01 8.90681453823977e+01
4.10569433457849e+05	1.50808370884690e+01 8.90700953574347e+01
4.11514947146808e+05	1.51008128123652e+01 8.90720404150464e+01
4.12462638289963e+05	1.51207885605344e+01 8.90739805655037e+01
4.13412511901846e+05	1.51407643328865e+01 8.90759158190520e+01
4.14364573008534e+05	1.51607401293314e+01 8.90778461859106e+01
4.15318826647679e+05	1.51807159497800e+01 8.90797716762733e+01
4.16275277868537e+05	1.52006917941434e+01 8.90816923003082e+01
4.17233931731989e+05	1.52206676623332e+01 8.90836080681577e+01
4.18194793310573e+05	1.52406435542618e+01 8.90855189899386e+01
4.19157867688508e+05	1.52606194698417e+01 8.90874250757425e+01
4.20123159961721e+05	1.52805954089862e+01 8.90893263356352e+01
4.21090675237875e+05	1.53005713716090e+01 8.90912227796573e+01
4.22060418636396e+05	1.53205473576243e+01 8.90931144178239e+01
4.23032395288499e+05	1.53405233669467e+01 8.90950012601249e+01
4.24006610337217e+05	1.53604993994914e+01 8.90968833165250e+01
4.24983068937426e+05	1.53804754551742e+01 8.90987605969637e+01
4.25961776255874e+05	1.54004515339111e+01 8.91006331113551e+01
4.26942737471206e+05	1.54204276356188e+01 8.91025008695886e+01
4.27925957773995e+05	1.54404037602145e+01 8.91043638815283e+01
4.28911442366768e+05	1.54603799076157e+01 8.91062221570134e+01
4.29899196464031e+05	1.54803560777406e+01 8.91080757058582e+01
4.30889225292299e+05	1.55003322705077e+01 8.91099245378519e+01
4.31881534090125e+05	1.55203084858361e+01 8.91117686627592e+01
4.32876128108125e+05	1.55402847236453e+01 8.91136080903198e+01
4.33873012609006e+05	1.55602609838553e+01 8.91154428302487e+01
4.34872192867596e+05	1.55802372663867e+01 8.91172728922363e+01
4.35873674170870e+05	1.56002135711603e+01 8.91190982859481e+01
4.36877461817978e+05	1.56201898980977e+01 8.91209190210254e+01
4.37883561120275e+05	1.56401662471206e+01 8.91227351070848e+01
4.38891977401347e+05	1.56601426181515e+01 8.91245465537183e+01
4.39902715997039e+05	1.56801190111131e+01 8.91263533704936e+01
4.40915782255484e+05	1.57000954259289e+01 8.91281555669540e+01
4.41931181537134e+05	1.57200718625224e+01 8.91299531526184e+01
4.42948919214783e+05	1.57400483208180e+01 8.91317461369816e+01
4.43969000673600e+05	1.57600248007402e+01 8.91335345295140e+01
4.44991431311153e+05	1.57800013022143e+01 8.91353183396618e+01
4.46016216537443e+05	1.57999778251658e+01 8.91370975768471e+01
4.47043361774930e+05	1.58199543695208e+01 8.91388722504680e+01
4.48072872458559e+05	1.58399309352057e+01 8.91406423698985e+01
4.49104754035793e+05	1.58599075221475e+01 8.91424079444887e+01
4.50139011966640e+05	1.58798841302735e+01 8.91441689835645e+01
4.51175651723683e+05	1.58998607595117e+01 8.91459254964281e+01
4.52214678792105e+05	1.59198374097903e+01 8.91476774923580e+01
4.53256098669725e+05	1.59398140810380e+01 8.91494249806086e+01
4.54299916867019e+05	1.59597907731839e+01 8.91511679704107e+01
4.55346138907157e+05	1.59797674861578e+01 8.91529064709715e+01
4.56394770326026e+05	1.59997442198897e+01 8.91546404914744e+01
4.57445816672263e+05	1.60197209743101e+01 8.91563700410792e+01
4.58499283507283e+05	1.60396977493498e+01 8.91580951289223e+01
4.59555176405307e+05	1.60596745449403e+01 8.91598157641165e+01
4.60613500953395e+05	1.60796513610133e+01 8.91615319557510e+01
4.61674262751473e+05	1.60996281975012e+01 8.91632437128918e+01
4.62737467412363e+05	1.61196050543365e+01 8.91649510445815e+01
4.63803120561813e+05	1.61395819314524e+01 8.91666539598393e+01
4.64871227838528e+05	1.61595588287824e+01 8.91683524676611e+01
4.65941794894196e+05	1.61795357462605e+01 8.91700465770197e+01
4.67014827393523e+05	1.61995126838209e+01 8.91717362968648e+01
4.68090331014259e+05	1.62194896413986e+01 8.91734216361226e+01
4.69168311447229e+05	1.62394666189288e+01 8.91751026036967e+01
4.70248774396365e+05	1.62594436163471e+01 8.91767792084672e+01
4.71331725578734e+05	1.62794206335895e+01 8.91784514592916e+01
4.72417170724570e+05	1.62993976705926e+01 8.91801193650042e+01
4.73505115577301e+05	1.63193747272933e+01 8.91817829344165e+01
4.74595565893584e+05	1.63393518036289e+01 8.91834421763171e+01
4.75688527443333e+05	1.63593288995371e+01 8.91850970994719e+01
4.76784006009748e+05	1.63793060149561e+01 8.91867477126240e+01
4.77882007389349e+05	1.63992831498245e+01 8.91883940244936e+01
4.78982537392005e+05	1.64192603040811e+01 8.91900360437786e+01
4.80085601840963e+05	1.64392374776656e+01 8.91916737791539e+01
4.81191206572883e+05	1.64592146705175e+01 8.91933072392720e+01
4.82299357437864e+05	1.64791918825771e+01 8.91949364327628e+01
4.83410060299479e+05	1.64991691137851e+01 8.91965613682339e+01
4.84523321034805e+05	1.65191463640824e+01 8.91981820542703e+01
4.85639145534451e+05	1.65391236334104e+01 8.91997984994345e+01
4.86757539702594e+05	1.65591009217111e+01 8.92014107122668e+01
4.87878509457007e+05	1.65790782289265e+01 8.92030187012853e+01
4.89002060729091e+05	1.65990555549994e+01 8.92046224749855e+01
4.90128199463907e+05	1.66190328998727e+01 8.92062220418409e+01
4.91256931620207e+05	1.66390102634898e+01 8.92078174103028e+01
4.92388263170466e+05	1.66589876457946e+01 8.92094085888004e+01
4.93522200100913e+05	1.66789650467313e+01 8.92109955857408e+01
4.94658748411561e+05	1.66989424662445e+01 8.92125784095089e+01
4.95797914116244e+05	1.67189199042792e+01 8.92141570684678e+01
4.96939703242643e+05	1.67388973607807e+01 8.92157315709586e+01
4.98084121832322e+05	1.67588748356949e+01 8.92173019253004e+01
4.99231175940756e+05	1.67788523289678e+01 8.92188681397905e+01
5.00380871637368e+05	1.67988298405462e+01 8.92204302227044e+01
5.01533215005557e+05	1.68188073703769e+01 8.92219881822957e+01
5.02688212142732e+05	1.68387849184072e+01 8.92235420267963e+01
5.03845869160343e+05	1.68587624845848e+01 8.92250917644166e+01
5.05006192183916e+05	1.68787400688580e+01 8.92266374033450e+01
5.06169187353082e+05	1.68987176711750e+01 8.92281789517485e+01
5.07334860821613e+05	1.69186952914849e+01 8.92297164177727e+01
5.08503218757450e+05	1.69386729297368e+01 8.92312498095412e+01
5.09674267342742e+05	1.69586505858803e+01 8.92327791351565e+01
5.10848012773871e+05	1.69786282598655e+01 8.92343044026995e+01
5.12024461261493e+05	1.69986059516428e+01 8.92358256202299e+01
5.13203619030563e+05	1.70185836611628e+01 8.92373427957857e+01
5.14385492320373e+05	1.70385613883768e+01 8.92388559373839e+01
5.15570087384586e+05	1.70585391332362e+01 8.92403650530201e+01
5.16757410491263e+05	1.70785168956929e+01 8.92418701506686e+01
5.17947467922902e+05	1.70984946756992e+01 8.92433712382826e+01
5.19140265976469e+05	1.71184724732076e+01 8.92448683237941e+01
5.20335810963431e+05	1.71384502881712e+01 8.92463614151141e+01
5.21534109209790e+05	1.71584281205433e+01 8.92478505201324e+01
5.22735167056118e+05	1.71784059702777e+01 8.92493356467179e+01
5.23938990857585e+05	1.71983838373284e+01 8.92508168027184e+01
5.25145586984001e+05	1.72183617216499e+01 8.92522939959607e+01
5.26354961819843e+05	1.72383396231971e+01 8.92537672342510e+01
5.27567121764290e+05	1.72583175419251e+01 8.92552365253744e+01
5.28782073231260e+05	1.72782954777895e+01 8.92567018770951e+01
5.29999822649441e+05	1.72982734307461e+01 8.92581632971568e+01
5.31220376462325e+05	1.73182514007514e+01 8.92596207932822e+01
5.32443741128245e+05	1.73382293877618e+01 8.92610743731735e+01
5.33669923120404e+05	1.73582073917345e+01 8.92625240445121e+01
5.34898928926916e+05	1.73781854126268e+01 8.92639698149588e+01
5.36130765050834e+05	1.73981634503963e+01 8.92654116921539e+01
5.37365438010187e+05	1.74181415050012e+01 8.92668496837171e+01
5.38602954338017e+05	1.74381195763999e+01 8.92682837972476e+01
5.39843320582409e+05	1.74580976645511e+01 8.92697140403243e+01
5.41086543306528e+05	1.74780757694141e+01 8.92711404205054e+01
5.42332629088655e+05	1.74980538909483e+01 8.92725629453288e+01
5.43581584522218e+05	1.75180320291135e+01 8.92739816223123e+01
5.44833416215832e+05	1.75380101838699e+01 8.92753964589532e+01
5.46088130793329e+05	1.75579883551782e+01 8.92768074627284e+01
5.47345734893796e+05	1.75779665429991e+01 8.92782146410949e+01
5.48606235171609e+05	1.75979447472940e+01 8.92796180014894e+01
5.49869638296470e+05	1.76179229680243e+01 8.92810175513282e+01
5.51135950953438e+05	1.76379012051522e+01 8.92824132980079e+01
5.52405179842971e+05	1.76578794586398e+01 8.92838052489048e+01
5.53677331680954e+05	1.76778577284498e+01 8.92851934113751e+01
5.54952413198742e+05	1.76978360145452e+01 8.92865777927553e+01
5.56230431143187e+05	1.77178143168893e+01 8.92879584003616e+01
5.57511392276684e+05	1.77377926354457e+01 8.92893352414906e+01
5.58795303377198e+05	1.77577709701785e+01 8.92907083234189e+01
5.60082171238302e+05	1.77777493210521e+01 8.92920776534031e+01
5.61372002669219e+05	1.77977276880311e+01 8.92934432386803e+01
5.62664804494848e+05	1.78177060710806e+01 8.92948050864676e+01
5.63960583555809e+05	1.78376844701658e+01 8.92961632039625e+01
5.65259346708473e+05	1.78576628852527e+01 8.92975175983428e+01
5.66561100825002e+05	1.78776413163072e+01 8.92988682767666e+01
5.67865852793384e+05	1.78976197632956e+01 8.93002152463724e+01
5.69173609517469e+05	1.79175982261848e+01 8.93015585142793e+01
5.70484377917007e+05	1.79375767049418e+01 8.93028980875866e+01
5.71798164927683e+05	1.79575551995340e+01 8.93042339733742e+01
5.73114977501155e+05	1.79775337099291e+01 8.93055661787026e+01
5.74434822605090e+05	1.79975122360953e+01 8.93068947106129e+01
5.75757707223200e+05	1.80174907780008e+01 8.93082195761266e+01
5.77083638355282e+05	1.80374693356145e+01 8.93095407822461e+01
5.78412623017252e+05	1.80574479089054e+01 8.93108583359543e+01
5.79744668241182e+05	1.80774264978429e+01 8.93121722442150e+01
5.81079781075341e+05	1.80974051023967e+01 8.93134825139727e+01
5.82417968584228e+05	1.81173837225370e+01 8.93147891521525e+01
5.83759237848610e+05	1.81373623582340e+01 8.93160921656606e+01
5.85103595965563e+05	1.81573410094586e+01 8.93173915613839e+01
5.86451050048506e+05	1.81773196761817e+01 8.93186873461904e+01
5.87801607227240e+05	1.81972983583748e+01 8.93199795269287e+01
5.89155274647984e+05	1.82172770560095e+01 8.93212681104288e+01
5.90512059473416e+05	1.82372557690579e+01 8.93225531035013e+01
5.91871968882709e+05	1.82572344974924e+01 8.93238345129381e+01
5.93235010071568e+05	1.82772132412856e+01 8.93251123455122e+01
5.94601190252270e+05	1.82971920004105e+01 8.93263866079776e+01
5.95970516653702e+05	1.83171707748404e+01 8.93276573070694e+01
5.97342996521397e+05	1.83371495645491e+01 8.93289244495041e+01
5.98718637117575e+05	1.83571283695104e+01 8.93301880419793e+01
6.00097445721181e+05	1.83771071896988e+01 8.93314480911737e+01
6.01479429627922e+05	1.83970860250888e+01 8.93327046037477e+01
6.02864596150307e+05	1.84170648756553e+01 8.93339575863427e+01
6.04252952617685e+05	1.84370437413737e+01 8.93352070455815e+01
6.05644506376283e+05	1.84570226222195e+01 8.93364529880684e+01
6.07039264789247e+05	1.84770015181687e+01 8.93376954203891e+01
6.08437235236681e+05	1.84969804291974e+01 8.93389343491107e+01
6.09838425115682e+05	1.85169593552821e+01 8.93401697807820e+01
6.11242841840385e+05	1.85369382963999e+01 8.93414017219330e+01
6.12650492841997e+05	1.85569172525278e+01 8.93426301790755e+01
6.14061385568839e+05	1.85768962236433e+01 8.93438551587030e+01
6.15475527486386e+05	1.85968752097243e+01 8.93450766672905e+01
6.16892926077305e+05	1.86168542107489e+01 8.93462947112945e+01
6.18313588841494e+05	1.86368332266956e+01 8.93475092971536e+01
6.19737523296125e+05	1.86568122575430e+01 8.93487204312877e+01
6.21164736975679e+05	1.86767913032704e+01 8.93499281200990e+01
6.22595237431990e+05	1.86967703638570e+01 8.93511323699710e+01
6.24029032234284e+05	1.87167494392827e+01 8.93523331872692e+01
6.25466128969216e+05	1.87367285295273e+01 8.93535305783412e+01
6.26906535240914e+05	1.87567076345714e+01 8.93547245495163e+01
6.28350258671019e+05	1.87766867543954e+01 8.93559151071058e+01
6.29797306898722e+05	1.87966658889804e+01 8.93571022574028e+01
6.31247687580808e+05	1.88166450383077e+01 8.93582860066827e+01
6.32701408391693e+05	1.88366242023588e+01 8.93594663612028e+01
6.34158477023470e+05	1.88566033811156e+01 8.93606433272023e+01
6.35618901185944e+05	1.88765825745604e+01 8.93618169109029e+01
6.37082688606674e+05	1.88965617826757e+01 8.93629871185081e+01
6.38549847031019e+05	1.89165410054442e+01 8.93641539562037e+01
6.40020384222172e+05	1.89365202428492e+01 8.93653174301577e+01
6.41494307961205e+05	1.89564994948741e+01 8.93664775465204e+01
6.42971626047108e+05	1.89764787615027e+01 8.93676343114241e+01
6.44452346296834e+05	1.89964580427189e+01 8.93687877309838e+01
6.45936476545336e+05	1.90164373385073e+01 8.93699378112965e+01
6.47424024645612e+05	1.90364166488525e+01 8.93710845584417e+01
6.48914998468742e+05	1.90563959737394e+01 8.93722279784813e+01
6.50409405903936e+05	1.90763753131534e+01 8.93733680774596e+01
6.51907254858571e+05	1.90963546670801e+01 8.93745048614034e+01
6.53408553258232e+05	1.91163340355055e+01 8.93756383363220e+01
6.54913309046760e+05	1.91363134184156e+01 8.93767685082072e+01
6.56421530186288e+05	1.91562928157972e+01 8.93778953830332e+01
6.57933224657284e+05	1.91762722276369e+01 8.93790189667570e+01
6.59448400458598e+05	1.91962516539220e+01 8.93801392653182e+01
6.60967065607496e+05	1.92162310946399e+01 8.93812562846389e+01
6.62489228139712e+05	1.92362105497783e+01 8.93823700306240e+01
6.64014896109484e+05	1.92561900193253e+01 8.93834805091611e+01
6.65544077589596e+05	1.92761695032693e+01 8.93845877261205e+01
6.67076780671427e+05	1.92961490015989e+01 8.93856916873553e+01
6.68613013464987e+05	1.93161285143031e+01 8.93867923987014e+01
6.70152784098964e+05	1.93361080413712e+01 8.93878898659775e+01
6.71696100720766e+05	1.93560875827927e+01 8.93889840949853e+01
6.73242971496564e+05	1.93760671385577e+01 8.93900750915091e+01
6.74793404611334e+05	1.93960467086561e+01 8.93911628613164e+01
6.76347408268902e+05	1.94160262930786e+01 8.93922474101575e+01
6.77904990691987e+05	1.94360058918159e+01 8.93933287437658e+01
6.79466160122245e+05	1.94559855048591e+01 8.93944068678578e+01
6.81030924820311e+05	1.94759651321996e+01 8.93954817881326e+01
6.82599293065844e+05	1.94959447738291e+01 8.93965535102729e+01
6.84171273157570e+05	1.95159244297397e+01 8.93976220399443e+01
6.85746873413329e+05	1.95359040999236e+01 8.93986873827953e+01
6.87326102170112e+05	1.95558837843734e+01 8.93997495444580e+01
6.88908967784114e+05	1.95758634830821e+01 8.94008085305475e+01
6.90495478630770e+05	1.95958431960428e+01 8.94018643466619e+01
6.92085643104805e+05	1.96158229232492e+01 8.94029169983828e+01
6.93679469620277e+05	1.96358026646949e+01 8.94039664912751e+01
6.95276966610620e+05	1.96557824203741e+01 8.94050128308870e+01
6.96878142528689e+05	1.96757621902812e+01 8.94060560227498e+01
6.98483005846807e+05	1.96957419744110e+01 8.94070960723785e+01
7.00091565056807e+05	1.97157217727585e+01 8.94081329852713e+01
7.01703828670079e+05	1.97357015853189e+01 8.94091667669099e+01
7.03319805217613e+05	1.97556814120880e+01 8.94101974227594e+01
7.04939503250047e+05	1.97756612530615e+01 8.94112249582683e+01
7.06562931337708e+05	1.97956411082359e+01 8.94122493788690e+01
